"timestamp","station","line","is_weekend","hour","time_slot","day_type","season","entry_flow","exit_flow","platform_passengers","outdoor_temp","outdoor_rh","solar_radiation","platform_temp","platform_rh","co2","people_load_kw","fresh_air_load_kw","envelope_load_kw","equipment_load_kw","total_cooling_load_kw","chiller_load_kw","fan_power_kw","pump_power_kw"
"2025-07-09 00:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","0","late_night","low_flow","summer","5.0","21","5","27.36","84.72","0.0","25.59","65.33","451.1","1.33","46.27","18.0","70.22","96.09","82.3","17.23","13.85"
"2025-07-09 01:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","1","late_night","low_flow","summer","5.0","0","4","27.21","82.18","34.85","24.93","66.96","480.0","0.54","41.99","18.0","69.22","89.58","90.0","16.59","15.67"
"2025-07-09 01:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","1","late_night","low_flow","summer","0.0","10","5","27.53","88.43","0.0","25.19","68.19","463.2","0.8","47.55","18.0","69.46","76.8","70.34","16.56","15.48"
"2025-07-09 01:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","1","late_night","low_flow","summer","0.0","0","3","26.28","87.97","9.02","25.36","64.86","471.2","0.28","40.75","18.0","68.98","99.61","82.52","18.36","18.54"
"2025-07-09 01:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","1","late_night","low_flow","summer","0.0","0","3","26.53","80.42","48.05","25.06","63.39","420.0","0.28","37.41","18.0","68.98","85.19","101.31","16.54","15.39"
"2025-07-09 02:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","2","late_night","low_flow","summer","0.0","0","3","27.07","89.26","2.46","25.48","66.38","450.8","0.28","44.22","18.0","68.98","89.33","66.72","16.87","16.35"
"2025-07-09 02:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","2","late_night","low_flow","summer","0.0","16","3","26.6","82.12","0.0","25.53","65.49","461.2","0.81","40.88","18.0","69.74","95.61","67.88","17.04","16.24"
"2025-07-09 02:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","2","late_night","low_flow","summer","0.0","0","3","27.07","89.15","0.0","24.34","69.45","427.4","0.28","44.15","18.0","68.98","94.03","101.06","16.54","15.21"
"2025-07-09 02:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","2","late_night","low_flow","summer","37.0","0","4","26.26","87.57","6.13","24.91","67.2","435.3","1.6","44.47","18.0","70.75","95.2","83.12","16.97","13.14"
"2025-07-09 03:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","3","late_night","low_flow","summer","11.0","21","6","","91.95","10.12","24.61","68.26","439.0","1.62","48.19","18.0","70.51","93.73","72.91","16.67","17.94"
"2025-07-09 03:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","3","late_night","low_flow","summer","0.0","33","8","26.73","84.07","0.0","25.21","63.72","497.2","1.84","44.27","18.0","70.56","105.43","79.69","17.53","14.02"
"2025-07-09 03:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","3","late_night","low_flow","summer","0.0","9","8","26.99","97.2","0.0","25.24","63.98","483.2","1.04","50.92","18.0","69.41","110.06","85.16","16.97","15.25"
"2025-07-09 03:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","3","late_night","low_flow","summer","0.0","20","7","26.69","84.09","0.0","24.94","65.68","471.5","1.31","43.12","18.0","69.93","102.93","86.07","16.58","15.7"
"2025-07-09 04:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","4","late_night","low_flow","summer","23.0","0","6","26.6","91.13","1.49","25.04","67.84","478.9","1.32","47.12","18.0","70.08","96.76","101.36","16.78","13.42"
"2025-07-09 04:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","4","late_night","low_flow","summer","14.0","37","8","27.82","87.01","9.46","24.96","62.74","432.6","2.43","51.46","18.0","71.42","111.4","95.73","17.89","15.7"
"2025-07-09 04:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","4","late_night","low_flow","summer","19.0","3","9","27.32","87.68","0.0","25.39","66.15","456.7","1.57","48.04","18.0","70.03","104.21","100.02","16.78","13.97"
"2025-07-09 04:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","4","late_night","low_flow","summer","49.0","0","11","27.88","86.7","0.0","24.67","66.3","479.4","2.65","51.75","18.0","71.32","106.78","99.55","17.28","14.7"
"2025-07-09 05:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","5","late_night","low_flow","summer","12.0","0","10","27.27","85.67","0.0","24.81","65.87","449.2","1.33","45.76","18.0","69.55","100.78","120.34","16.73","16.14"
"2025-07-09 05:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","5","late_night","low_flow","summer","0.0","0","6","28.53","84.39","5.42","25.09","66.54","439.8","0.56","46.96","18.64","68.98","99.52","81.55","16.57","14.78"
"2025-07-09 05:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","5","late_night","low_flow","summer","0.0","35","7","28.87","91.95","0.0","24.88","65.69","442.6","1.81","57.37","19.04","70.65","108.7","80.81","17.32","17.2"
"2025-07-09 05:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","5","late_night","low_flow","summer","0.0","0","4","28.62","82.59","0.0","25.32","64.63","426.2","0.37","46.04","18.75","68.98","103.94","96.35","16.55","14.95"
"2025-07-09 06:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","6","late_night","low_flow","summer","56.0","56","11","28.55","88.03","12.15","25.23","67.56","555.6","4.72","58.47","18.66","74.34","109.08","93.78","17.55","17.11"
"2025-07-09 06:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","6","late_night","low_flow","summer","4.0","54","15","28.63","81.46","15.92","25.46","67.12","476.6","3.32","52.36","18.75","71.75","101.86","94.46","16.72","15.8"
"2025-07-09 06:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","6","late_night","low_flow","summer","21.0","18","16","29.26","85.31","68.1","24.32","67.32","515.2","2.78","56.25","19.51","70.84","116.03","97.04","18.01","15.15"
"2025-07-09 06:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","6","late_night","low_flow","summer","34.0","43","21","30.07","80.04","110.56","25.37","64.73","490.6","4.5","59.1","20.49","72.66","122.35","111.03","17.56","15.43"
"2025-07-09 07:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","7","morning_peak","low_flow","summer","42.0","57","20","29.82","81.84","164.53","25.1","64.95","531.5","5.14","60.22","20.19","73.72","119.83","113.12","17.12","14.09"
"2025-07-09 07:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","7","morning_peak","low_flow","summer","40.0","36","22","30.49","83.06","185.25","25.03","66.72","483.1","4.57","62.93","20.99","72.62","126.95","103.16","17.69","16.84"
"2025-07-09 07:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","7","morning_peak","low_flow","summer","14.0","31","22","29.7","82.08","267.3","25.48","64.92","498.8","3.54","57.14","20.04","71.13","121.86","123.88","16.89","17.55"
"2025-07-09 07:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","7","morning_peak","low_flow","summer","83.0","44","26","31.4","79.59","199.97","25.51","64.6","486.1","6.62","67.51","22.08","75.06","132.99","117.48","18.45","14.8"
"2025-07-09 08:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","8","morning_peak","low_flow","summer","42.0","66","27","30.14","84.42","302.1","25.89","67.71","478.7","6.09","64.64","20.56","74.15","138.48","106.75","17.64","14.99"
"2025-07-09 08:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","8","morning_peak","low_flow","summer","62.0","63","30","30.37","83.29","369.45","25.86","65.9","536.9","6.93","66.03","20.84","74.96","130.54","127.12","17.42","16.4"
"2025-07-09 08:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","8","morning_peak","low_flow","summer","63.0","84","38","31.15","79.44","345.51","25.55","66.41","468.6","8.4","68.77","21.77","76.02","134.45","137.68","17.84","17.33"
"2025-07-09 08:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","8","morning_peak","low_flow","summer","54.0","36","35","31.29","82.09","415.91","25.25","65.75","554.9","6.24","68.23","21.95","73.29","131.43","116.08","17.41","15.3"
"2025-07-09 09:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","9","daytime","low_flow","summer","57.0","31","34","31.26","81.63","439.5","25.63","65.83","472.2","6.08","67.53","21.92","73.19","138.79","110.9","18.01","16.15"
"2025-07-09 09:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","9","daytime","low_flow","summer","59.0","73","34","32.07","83.68","437.78","25.67","65.36","470.1","7.54","74.7","22.88","75.3","136.3","109.65","17.44","16.79"
"2025-07-09 09:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","9","daytime","low_flow","summer","59.0","34","30","32.9","79.7","524.8","25.89","63.9","527.3","5.87","72.97","23.88","73.43","150.35","123.64","18.51","15.93"
"2025-07-09 09:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","9","daytime","low_flow","summer","66.0","65","33","33.01","73.99","529.53","26.58","62.89","521.5","7.41","71.83","24.01","75.25","145.86","116.52","17.49","15.83"
"2025-07-09 10:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","10","daytime","low_flow","summer","78.0","71","38","32.55","81.48","517.06","25.56","65.36","499.1","8.47","76.7","23.46","76.11","151.65","122.74","18.12","15.39"
"2025-07-09 10:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","10","daytime","low_flow","summer","91.0","64","40","32.45","73.1","527.33","26.14","65.41","566.2","8.86","70.72","23.34","76.4","134.23","124.54","17.8","13.12"
"2025-07-09 10:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","10","daytime","low_flow","summer","84.0","51","43","33.94","77.53","607.14","26.35","63.12","567.1","8.48","80.24","25.13","75.44","142.34","112.87","18.42","16.04"
"2025-07-09 10:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","10","daytime","low_flow","summer","75.0","62","43","33.87","76.02","618.68","26.63","64.27","537.3","8.54","78.95","25.05","75.54","150.56","132.37","18.35","16.55"
"2025-07-09 11:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","11","daytime","low_flow","summer","69.0","78","43","33.84","79.64","572.29","26.29","65.37","497.2","8.87","81.92","25.01","76.02","153.9","134.76","17.9","15.59"
"2025-07-09 11:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","11","daytime","low_flow","summer","95.0","59","43","32.33","78.92","654.23","26.17","63.61","584.4","9.1","74.76","23.19","76.35","146.42","131.79","17.87","18.72"
"2025-07-09 11:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","11","daytime","low_flow","summer","84.0","86","46","34.27","69.35","617.15","26.09","63.68","485.7","9.91","77.82","25.52","77.12","152.5","107.47","18.29","17.05"
"2025-07-09 11:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","11","daytime","low_flow","summer","87.0","85","48","33.6","73.08","653.78","26.33","62.94","545.1","10.16","77.83","24.72","77.21","155.08","143.11","18.07","14.44"
"2025-07-09 12:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","12","daytime","low_flow","summer","100.0","75","50","34.73","73.62","697.08","26.21","65.08","566.8","10.45","83.99","26.08","77.36","163.86","126.11","18.7","19.12"
"2025-07-09 12:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","12","daytime","low_flow","summer","41.0","68","47","34.45","75.09","644.53","26.43","65.96","480.2","7.99","80.07","25.74","74.2","144.95","133.57","17.43","16.73"
"2025-07-09 12:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","12","daytime","low_flow","summer","67.0","66","44","34.4","71.79","656.91","26.27","63.46","495.4","8.5","78.26","25.68","75.35","151.63","156.0","18.17","16.99"
"2025-07-09 12:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","12","daytime","low_flow","summer","99.0","58","43","35.63","73.34","604.39","25.99","63.07","590.0","9.2","86.0","27.16","76.5","149.51","165.01","17.91","14.05"
"2025-07-09 13:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","13","daytime","low_flow","summer","65.0","83","41","34.63","74.44","684.39","25.95","64.52","527.0","8.72","81.46","25.95","76.07","162.53","126.83","18.62","19.29"
"2025-07-09 13:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","13","daytime","low_flow","summer","87.0","70","45","34.71","76.58","600.1","26.01","65.08","544.8","9.39","84.48","26.06","76.5","143.6","140.67","17.82","15.85"
"2025-07-09 13:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","13","daytime","low_flow","summer","62.0","60","44","34.77","74.61","625.91","26.51","65.2","567.6","8.14","81.4","26.13","74.82","144.1","150.97","17.63","15.65"
"2025-07-09 13:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","13","daytime","low_flow","summer","43.0","75","41","34.82","74.98","630.87","26.36","64.81","496.1","7.73","81.21","26.19","74.63","150.51","138.02","17.89","17.41"
"2025-07-09 14:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","14","daytime","low_flow","summer","81.0","111","44","35.08","71.13","591.46","26.48","63.37","505.7","10.45","83.56","26.5","78.17","164.75","136.35","18.9","18.83"
"2025-07-09 14:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","14","daytime","low_flow","summer","81.0","72","44","35.21","73.8","620.42","26.38","63.07","519.2","9.16","84.37","26.65","76.3","152.02","151.99","17.76","16.32"
"2025-07-09 14:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","14","daytime","low_flow","summer","78.0","76","46","35.08","75.22","603.22","26.63","64.39","546.6","9.38","85.18","26.49","76.35","158.07","141.83","18.24","17.33"
"2025-07-09 14:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","14","daytime","low_flow","summer","86.0","76","50","34.85","74.89","633.57","26.48","63.75","536.8","10.02","84.93","26.22","76.74","152.44","136.1","17.87","16.67"
"2025-07-09 15:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","15","daytime","low_flow","summer","32.0","83","44","34.7","72.21","555.53","26.84","64.1","521.4","7.91","78.97","26.04","74.48","150.11","131.34","17.32","16.29"
"2025-07-09 15:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","15","daytime","low_flow","summer","81.0","89","45","35.54","72.57","553.04","26.03","66.03","514.0","9.82","85.96","27.05","77.12","152.09","157.13","17.93","18.43"
"2025-07-09 15:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","15","daytime","low_flow","summer","93.0","63","45","34.77","71.36","520.85","26.61","62.54","501.0","9.36","80.85","26.12","76.45","150.78","143.83","17.88","15.25"
"2025-07-09 15:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","15","daytime","low_flow","summer","65.0","76","44","33.9","76.92","445.19","26.52","62.32","578.3","8.77","80.07","25.08","75.73","153.04","132.29","17.79","16.65"
"2025-07-09 16:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","16","daytime","low_flow","summer","74.0","50","44","34.44","66.88","447.22","26.42","63.77","557.9","8.21","74.44","25.72","74.92","144.94","142.05","17.69","16.69"
"2025-07-09 16:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","16","daytime","low_flow","summer","106.0","50","43","34.09","71.48","372.8","26.22","61.57","569.2","9.17","77.5","25.3","76.45","142.08","132.6","17.97","14.07"
"2025-07-09 16:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","16","daytime","low_flow","summer","76.0","47","41","33.72","70.07","381.38","26.38","63.2","520.4","7.89","72.99","24.86","74.87","134.1","133.48","17.68","16.42"
"2025-07-09 16:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","16","daytime","low_flow","summer","65.0","32","38","34.63","74.62","265.7","25.94","65.85","534.8","6.75","78.42","25.96","73.62","149.71","115.17","18.79","16.45"
"2025-07-09 17:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","17","evening_peak","low_flow","summer","55.0","53","36","33.54","71.46","321.03","25.96","62.05","553.5","6.93","71.75","24.65","74.15","136.53","138.01","17.43","15.07"
"2025-07-09 17:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","17","evening_peak","low_flow","summer","27.0","21","28","33.65","76.72","289.86","25.54","63.0","544.2","4.2","70.79","24.78","71.28","131.34","123.53","17.08","16.2"
"2025-07-09 17:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","17","evening_peak","low_flow","summer","61.0","64","28","33.21","72.58","284.94","25.78","62.44","525.2","6.74","70.75","24.25","74.96","134.17","140.23","17.61","15.68"
"2025-07-09 17:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","17","evening_peak","low_flow","summer","65.0","31","28","33.38","75.63","222.89","25.51","65.18","566.9","5.79","72.11","24.46","73.57","142.28","106.44","18.07","15.84"
"2025-07-09 18:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","18","evening_peak","low_flow","summer","49.0","38","27","32.29","70.04","158.16","25.61","65.4","506.2","5.4","63.02","23.14","73.14","127.01","120.2","17.26","14.56"
"2025-07-09 18:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","18","evening_peak","low_flow","summer","46.0","46","30","31.93","79.42","108.32","25.65","63.16","517.8","5.84","68.54","22.72","73.38","122.08","141.25","17.27","16.53"
"2025-07-09 18:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","18","evening_peak","low_flow","summer","64.0","57","30","31.82","70.4","106.06","25.87","65.6","553.8","6.8","63.22","22.58","74.77","124.47","137.98","17.63","14.21"
"2025-07-09 18:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","18","evening_peak","low_flow","summer","26.0","46","28","32.92","73.05","53.89","25.65","63.0","512.1","4.99","67.02","23.91","72.42","132.59","119.9","17.72","16.34"
"2025-07-09 19:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","19","night","low_flow","summer","22.0","42","26","32.96","78.49","0.0","25.62","64.17","524.2","4.54","69.98","23.95","72.04","126.12","99.78","17.01","16.11"
"2025-07-09 19:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","19","night","low_flow","summer","26.0","58","26","31.64","78.21","0.0","25.55","64.11","515.9","5.2","65.5","22.37","73.0","119.51","129.5","17.05","16.4"
"2025-07-09 19:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","19","night","low_flow","summer","66.0","46","25","30.9","76.14","20.5","25.66","63.57","569.6","6.03","62.19","21.49","74.34","128.7","114.96","18.13","14.23"
"2025-07-09 19:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","19","night","low_flow","summer","30.0","42","25","30.46","77.91","0.0","25.74","65.14","536.2","4.71","59.56","20.96","72.42","116.18","117.17","17.07","15.59"
"2025-07-09 20:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","20","night","low_flow","summer","51.0","40","27","31.0","78.36","38.59","25.77","63.46","514.3","5.53","63.38","21.6","73.33","113.87","116.08","17.28","16.84"
"2025-07-09 20:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","20","night","low_flow","summer","62.0","55","29","30.48","78.53","18.64","25.75","66.94","487.9","6.57","62.72","20.97","74.58","122.88","104.95","18.13","16.26"
"2025-07-09 20:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","20","night","low_flow","summer","27.0","0","23","30.16","78.44","0.79","25.37","65.5","465.9","3.04","55.4","20.59","70.27","106.57","98.77","17.02","15.21"
"2025-07-09 20:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","20","night","low_flow","summer","33.0","32","22","29.53","76.89","0.0","25.61","62.97","455.2","4.2","54.29","19.84","72.09","105.0","97.94","17.06","12.59"
"2025-07-09 21:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","21","night","low_flow","summer","17.0","33","19","29.59","82.52","64.72","25.59","65.96","523.7","3.43","56.93","19.91","71.37","116.58","100.81","17.81","14.5"
"2025-07-09 21:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","21","night","low_flow","summer","36.0","29","16","29.06","84.59","0.0","24.83","64.97","515.7","3.64","56.65","19.28","72.09","112.66","92.21","17.02","13.34"
"2025-07-09 21:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","21","night","low_flow","summer","40.0","31","19","29.52","82.05","4.45","25.56","65.23","530.3","4.12","57.58","19.83","72.38","108.1","83.07","17.09","14.11"
"2025-07-09 21:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","21","night","low_flow","summer","11.0","58","19","28.26","80.95","0.36","25.46","65.04","497.9","4.05","51.57","18.31","72.28","103.88","121.65","16.83","15.66"
"2025-07-09 22:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","22","night","low_flow","summer","39.0","51","22","28.57","76.92","100.28","25.39","63.73","500.7","5.03","51.48","18.69","73.29","102.34","113.95","17.11","15.55"
"2025-07-09 22:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","22","night","low_flow","summer","13.0","49","22","28.95","78.34","20.92","24.61","66.13","471.8","4.1","52.69","19.14","71.95","111.97","92.56","17.65","14.75"
"2025-07-09 22:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","22","night","low_flow","summer","23.0","5","19","27.13","88.31","0.0","25.69","66.06","420.0","2.7","49.3","18.0","70.32","97.59","104.0","16.94","16.23"
"2025-07-09 22:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","22","night","low_flow","summer","12.0","58","19","27.84","79.84","17.4","25.03","64.6","501.7","4.09","49.17","18.0","72.33","93.83","95.12","16.84","15.18"
"2025-07-09 23:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","23","late_night","low_flow","summer","34.0","36","17","27.05","85.12","4.83","25.02","65.92","487.5","3.9","49.16","18.0","72.33","104.35","95.4","17.85","15.32"
"2025-07-09 23:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","23","late_night","low_flow","summer","36.0","24","17","28.17","79.92","32.61","","65.55","476.1","3.57","49.86","18.21","71.85","108.78","118.3","17.38","16.52"
"2025-07-09 23:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","23","late_night","low_flow","summer","6.0","27","17","27.65","80.57","0.0","24.88","65.45","506.4","2.68","46.62","18.0","70.56","105.21","114.59","16.76","14.55"
"2025-07-09 23:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","23","late_night","low_flow","summer","0.0","17","14","27.24","82.69","0.0","25.33","65.17","525.3","1.87","44.82","18.0","69.79","101.58","77.66","16.67","14.59"
"2025-07-10 00:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","0","late_night","weekday_medium","summer","0.0","26","12","28.35","86.71","0.0","25.32","65.76","474.8","1.98","54.62","18.42","73.08","144.15","113.74","20.05","18.35"
"2025-07-10 00:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","0","late_night","weekday_medium","summer","0.0","7","7","29.09","85.42","0.0","25.19","64.81","467.5","0.89","53.82","19.3","72.13","150.68","105.31","17.11","18.51"
"2025-07-10 00:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","0","late_night","weekday_medium","summer","0.0","28","7","28.17","85.09","0.0","25.08","66.32","497.2","1.58","52.4","18.2","73.18","145.36","113.14","16.58","16.77"
"2025-07-10 00:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","0","late_night","weekday_medium","summer","7.0","23","8","28.47","84.01","0.0","25.34","66.73","437.3","1.74","53.2","18.56","73.28","144.49","123.65","16.66","15.94"
"2025-07-10 01:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","1","late_night","weekday_medium","summer","7.0","15","8","28.27","84.93","0.0","24.86","65.4","478.4","1.47","52.29","18.32","72.88","151.84","140.11","17.25","18.28"
"2025-07-10 01:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","1","late_night","weekday_medium","summer","2.0","0","7","28.89","82.86","12.74","25.52","67.19","498.6","0.72","50.5","19.07","71.88","154.97","131.67","16.85","15.95"
"2025-07-10 01:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","1","late_night","weekday_medium","summer","0.0","0","5","27.81","87.6","0.0","25.28","65.21","431.3","0.47","48.37","18.0","71.78","155.52","150.72","16.6","16.18"
"2025-07-10 01:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","1","late_night","weekday_medium","summer","0.0","0","3","27.78","87.45","38.24","25.05","68.0","442.8","0.28","47.93","18.0","71.78","143.47","144.15","16.54","17.12"
"2025-07-10 02:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","2","late_night","weekday_medium","summer","19.0","6","3","28.42","83.49","0.0","25.34","67.01","468.4","1.11","51.67","18.51","73.03","141.32","141.28","16.71","14.75"
"2025-07-10 02:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","2","late_night","weekday_medium","summer","8.0","0","3","28.84","86.1","0.0","24.88","63.49","458.0","0.54","52.93","19.01","72.18","142.99","129.92","16.74","15.87"
"2025-07-10 02:30:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","2","late_night","weekday_medium","summer","0.0","32","6","26.94","86.21","0.0","25.3","67.18","461.3","1.62","48.38","18.0","73.38","149.39","143.88","17.08","16.66"
"2025-07-10 02:45:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","2","late_night","weekday_medium","summer","25.0","8","9","28.99","79.64","0.0","24.5","64.86","434.9","1.93","52.85","19.18","73.43","148.99","123.99","16.83","15.35"
"2025-07-10 03:00:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","3","late_night","weekday_medium","summer","0.0","0","6","28.23","84.85","44.3","25.27","67.54","467.1","0.56","48.44","18.28","71.78","151.04","127.44","16.74","15.8"
"2025-07-10 03:15:00","Dongjiekou Station","Fuzhou Metro Line 1/Line 4 Interchange","False","3","late_night","weekday_medium","summer","39.0","0","9","29.1","89.17","30.31","25.21","68.39","465.9","2.13","59.96","19.33","73.73","152.44","142.33","17.07","16.23"
