Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,date,cluster
92.14,87.93,110.04,99.21,93.04,79.23,95.57,95.28,104.39,98.41,104.58,94.96,87.45,96.37,109.47,103.48,83.06,90.14,109.67,95.41,97.88,108.35,107.54,116.44,108.02,103.84,122.03,123.68,119.41,122.91,122.07,124.33,128.96,115.67,124.63,119.92,139.36,135.43,161.48,149.86,164.17,161.63,177.93,185.34,201.6,203.48,212.75,200.54,207.42,201.88,206.42,204.34,202.26,213.39,198.87,211.12,208.31,212.18,190.06,194.89,187.89,186.76,177.94,177.79,175.15,153.21,161.62,154.78,147.14,130.2,129.05,119.15,116.77,116.69,110.16,94.75,122.87,102.13,107.63,105.28,98.59,101.15,99.14,102.77,96.06,98.86,101.75,103.96,100.22,104.4,101.38,96.92,91.39,97.48,99.86,109.35,2025-04-08 00:00:00,1
55.85,59.89,50.26,60.33,68.17,57.55,57.12,63.04,59.57,55.09,71.37,55.67,54.665,53.66,56.82,55.84,73.84,69.55,58.12,60.58,73.94,63.02,60.59,65.41,68.78,63.74,71.77,68.54,81.87,70.24,92.02,77.24,68.8,67.98,68.93,83.74,75.74,94.84,80.62,82.05,85.19,89.64,83.33,91.61,86.12,95.63,85.96,93.38,80.47,88.8,95.12,82.81,88.66,88.59,83.64,85.03,95.27,88.1,94.49,79.68,83.83,80.26,88.55,85.44,89.19,89.99,78.85,83.43,81.34,89.14,79.42,77.38,65.49,79.21,76.34,58.34,66.35,62.81,62.05,56.41,62.86,61.44,62.02,59.82,64.71,63.41,63.84,67.08,55.73,54.56,63.64,54.82,61.74,59.6,60.28,50.71,2025-04-09 00:00:00,4
65.18,52.48,58.08,59.75,66.91,62.03,64.11,54.87,59.69,58.66,67.66,69.1,63.89,72.53,67.24,59.72,61.58,60.5,61.19,57.61,78.74,50,56.685,63.37,60.92,66.18,72.5,68.84,70.46,75.69,82.03,76.49,91.35,84.39,76.66,69.61,89.61,80.57,84.29,85.37,95.69,91.03,85.56,96.11,82.68,85.11,75.64,88.19,107.61,92.96,95.09,90.58,108.62,90.09,94.31,97.86,87.33,89.98,78.84,96.62,92.33,89.45,87.22,88.02,84.12,71.6,83.29,89.72,88.03,83.34,71.47,74.03,79.17,75.31,71.03,65.9,76.64,65.89,56.62,67.58,61.28,74.62,58.4,72.18,56.84,71.58,70.48,65.28,59.93,57.87,68.04,71.87,63.76,52.48,56.54,60.87,2025-04-10 00:00:00,4
109.57,102.82,101.71,104.77,100.86,109.08,108.88,84.86,103.92,93.71,90.96,108.06,113.06,103.8,111.87,103.51,105.43,101.89,109.01,108.39,118.24,122.62,111.6,116.24,116.04,114.12,110.83,117,130.7,130.62,131.86,117.65,143.37,142.53,138.28,144.9,139.34,163.11,170.29,172.035,173.78,186.68,198.85,203.93,217.92,215.24,231.97,223.11,228.89,237.04,235.16,245.35,232.97,219.73,227.42,213.74,229.93,217.46,209.58,202.24,210.59,209.97,202.61,194.55,188.23,169.87,162.46,160,153.77,157.98,140.19,126.42,126.44,120.56,120.92,120.14,117.48,110.3,111.28,105.49,104.66,100.45,105.83,104.66,111.28,111.42,101.04,106.58,94.55,100.47,107.35,105.48,97.23,101.69,98.94,96.02,2025-04-11 00:00:00,1
121.7,117.25,116.88,116.55,117.16,133.84,119.48,116,124.13,117.07,125.24,119.98,125.29,124.63,127.57,116.53,130.76,129.23,126.6,123.77,123.48,123.11,141.75,133.34,139.45,146.13,140.14,136.34,150.45,145.35,159.18,158.81,159.99,168.95,181.13,168.92,170.55,184.12,194.03,178.7,199.55,218.1,224.01,219.91,242.07,232.35,248.22,249.18,276.42,270.19,285.25,281.52,297.93,319.34,312.16,323.89,295.71,305.95,304.66,290.73,312.64,301.91,284.34,277.02,274.85,268.21,257.32,235.28,244.51,214.99,223.17,199.9,196.2,191.85,191.8,190.75,167.89,159.59,149.29,155.84,140.55,154.35,141.1,136.67,146.77,129.33,131.42,129.99,136.87,131,126.49,117.02,117.83,109.89,122.05,113.61,2025-04-12 00:00:00,3
120.36,103.55,122.7,116.42,113.18,110.1,117.04,118.15,108.66,122.04,123.39,115.05,120.12,113.76,106.77,118.82,116.16,121.76,131.03,115.16,124.97,120.93,119.43,125.56,128.46,121.62,140.24,137.46,142.14,144.88,156.61,151.12,159.83,176.02,171.96,171.82,186.07,186.55,188.33,188.27,192.87,200.33,208.76,229.91,229.93,249.16,258.09,239.74,265.17,279.86,283.26,282.12,299.25,304.47,307.14,283.2,310.18,314.68,311.33,296.46,296.87,285.86,295.09,268.33,262.47,249.16,236.54,237.68,245.16,240.97,204.41,212.59,196.89,177.72,182.09,179.7,171.92,173.35,155.76,156.69,142.48,124.71,131.07,136.94,139.4,139.91,132.11,118.15,113.65,116.16,124.92,110.22,124.74,129.48,128.97,136.13,2025-04-13 00:00:00,3
101.22,88.09,105.88,104.07,97.25,90.39,92.58,102.7,111,99.68,88.03,106.99,97.46,91.38,106.45,106.52,103.28,103.71,103.37,102.31,107.99,105.03,111.07,107.23,112.78,120.37,112.09,114.01,120.48,120.33,112.84,129.02,136.55,130.75,124.46,148.8,136.6,139.23,156.12,166.51,170.06,188.54,193.87,189.38,215.87,204.68,226.46,240.51,237.41,243.43,245.64,237,248.2,228.14,248.88,230.64,223.9,229.03,221.67,215.47,210.62,200.22,187.94,194.13,181.49,164.14,167.3,157.05,137.29,156.79,132.43,132.57,113.9,104.48,105.74,116.18,118.09,98.75,117.33,104.35,100.87,90.64,96.97,113.54,100.43,93.19,88.04,96.85,89.1,99.44,94.82,102.6,103.93,93.02,87.93,105.02,2025-04-14 00:00:00,1
91.87,88.95,93.02,98.64,90.49,86.65,84.19,100.87,98.62,104.72,94.13,109.95,90.96,109.14,99.34,97.23,105.74,96.49,103.62,96.58,109.59,101.79,105.47,109.11,93.57,111.59,115.5,105.27,106.72,111.5,122.87,115.73,120.82,138.98,138.75,135.55,145.53,160.21,151.17,161.41,158.51,174.69,196.58,195.7,208.91,223.62,222.24,200.2,225.47,217.96,234.94,230.45,221.02,229.49,229.86,234.08,219.89,218.86,242.23,209.96,188.65,190.99,192.98,185.8,178.22,166.88,170.57,170.44,144.8,128.16,112.1,129.24,121.57,110.86,125.28,106.59,110.83,97.1,101.61,103.91,81.6,106.71,90.86,91.86,81.21,92.06,100.22,92.08,102.31,92.61,94.25,80.77,96.56,90.75,89.21,96.87,2025-04-15 00:00:00,1
156.92,154.64,140.43,159.58,145.58,141.53,152.31,154.86,137.47,141.31,162.23,146.42,147.11,153.05,145.43,155.42,151.93,142.57,151.32,161.71,158.61,161.85,159.59,155.3,170.63,181.08,178.64,200.055,221.47,237.3,289.79,300.49,324.63,318.7,336.97,311.63,292.59,260.52,258.25,236.54,231.73,227.18,234.72,225.3,224.99,220.32,230.4,238.62,238.3,243.59,247.4,246.37,249.35,224.22,245.05,233.59,240.72,232.45,222.67,227.26,220.67,220.96,213.41,211.06,221.22,217.83,224.37,235.56,259.97,296,308.35,327.12,324.64,316.75,306.17,277.42,249.68,236.75,219.78,196.66,176.64,167.59,171.99,163.7,158.39,148.38,154.73,152.26,166.62,148.95,148.34,149.1,137.86,147.79,148.64,152.54,2025-04-16 00:00:00,2
84.19,102.49,94.65,80.23,98.01,84.03,96.95,82.7,98.26,98.35,91.88,104.09,95.16,106.56,93.77,102.55,104.56,105.67,99.92,81.22,113.38,95.81,101.95,94.96,116.17,107.67,99.08,111.35,106.85,114.58,112.22,120.44,119.92,120.43,125.32,125.19,135.73,140.94,154.84,167.58,174.95,184.56,191.98,192.12,202.15,224.14,201.92,220.71,224.25,234.52,239.29,239.14,237.72,239.9,225.63,236.52,223.63,224.4,217.17,205.8,196.78,204.37,196.13,188.44,176.61,170.15,163.07,149.2,141.37,133.77,133.26,135.31,114.83,99.5,109.95,99.54,96.33,101.46,106.78,102.42,97.57,117.36,99.29,101.07,108.82,95.18,80.62,93.02,82.78,79.16,103.02,83.99,85.49,105.88,80.24,85.84,2025-04-17 00:00:00,1
92.82,104.59,90.32,77.75,97.54,91.61,91.36,90.65,93.28,91.1,86.93,87.41,93.37,88.84,83.4,97.97,99.46,100.55,102.01,108.63,100.75,100,97.52,103.55,87.81,111.37,112.95,102.91,117.3,120.65,113.49,122.88,130.84,129.41,122.49,125.14,133.56,149.92,152.47,159.59,174.63,170.95,204.73,185.75,207.41,213.37,209.47,222.64,202.22,232.17,230.28,234.53,225.69,236.33,214.24,220.98,224.69,196.37,208.1,191,200.17,196.61,204,190.84,164.02,159.72,164.17,152.15,133.88,147.67,121.92,121.97,128.31,103.36,120.7,102.77,101.77,97.67,97.44,105.49,99.34,99.56,91.87,95.63,95.46,87.9,107.31,102.25,107.27,99.35,101.47,97.5,98.87,86.83,104.01,90.46,2025-04-18 00:00:00,1
113.59,106.19,109.41,96.69,110.06,105.28,118.08,108.39,102.25,103.11,107.8,101.78,124.41,117.49,113.46,117.74,116.4,119.42,109.57,118.27,128.75,110.76,126.04,136.9,133.97,135.24,126.22,138.41,136.33,139.49,153.8,148.11,153.38,151.77,162.34,176.55,169.78,178.5,174.29,188,190.96,193.24,196.9,209.19,230.28,231.67,227.49,251.86,264.81,264.5,270.71,281.47,267,300.91,299.01,301.87,289.14,303.94,302.19,286.91,283.26,266.58,265.86,265.64,264.92,243.19,236.02,240.84,231.49,222.41,202.04,189.8,196.24,178.54,178.49,169.48,172.83,147.9,158.05,152.81,136.74,136.38,141.43,137.96,126.89,123.89,140.16,115.63,128.89,129.3,123.5,113.34,109.6,115.33,96.95,113.77,2025-04-19 00:00:00,3
111.51,127.7,117.8,122.33,116.14,115.96,100.24,115.48,117.14,121.35,119.81,113.86,108.58,116.92,115.43,117.13,126.01,127.99,123.84,121.69,118.16,125.71,128.92,145.09,135.27,134.83,143.16,144.08,145.48,141.12,137.98,145.22,154.415,163.61,173.27,167.38,179.15,174.14,189.03,180.29,191.39,202.74,203.84,205.77,220.21,242.98,249.94,261.89,262.38,276.44,276.44,278.36,271.04,295.89,306.72,302.18,301.39,298.57,305.71,293.01,291.01,285.4,259.88,255.26,268.72,255.09,255.95,228.99,222.71,217.57,211.43,202.53,200.15,195.71,182.14,163.32,164.01,156.23,157.54,152.15,157.33,141.69,135.22,138.08,137.97,131.29,114.77,117.82,123.65,128.1,117.95,117.34,126.77,124.62,108.88,122.88,2025-04-20 00:00:00,3
93.64,110.2,118.1,99.82,100.82,99.85,96.94,113.73,105.92,99.69,102.94,108.38,103.64,100.77,102.9,112.43,100.77,102.45,115.76,114.83,115.19,107,109.77,125.95,115.07,125.26,109.16,126.95,125.19,127.73,124.63,136.83,128.65,144.03,149.18,145.77,151.54,148.2,166.8,162.13,176.83,199.22,196.06,201.99,205.64,217.31,226.26,227.31,224.51,223.37,239.89,238.99,229.62,223.85,231.17,234.49,219.34,235.89,227.91,213.16,202.44,211.82,200.71,204.16,185.83,167.99,179.2,149.75,157.52,147.1,135.96,137.46,129.02,101.34,126.42,118.2,118.65,107.81,133.83,109.46,122.17,101.88,103.87,108.35,102.66,101.78,105.71,107.6,105,101.44,107.3,111.45,92.26,100.45,97.58,97.75,2025-04-21 00:00:00,1
171.63,151.9,166.5,160.6,164.12,157.2,167.19,158.69,161.14,156.18,163.34,172.7,170.08,165.8,177.05,170.4,163.55,168.36,170.56,177.84,167.13,171.49,183.64,174.76,186.42,195.5,205.76,212.69,239.05,276.48,293.42,336.3,361.98,361.27,359.12,329.02,304.11,290.37,273.74,262.24,248.67,244.32,238.68,238.18,236.92,240.65,246.24,240.05,243.16,259,240.17,254.77,277.77,268.3,258.3,239.85,269.59,257.23,260.4,236.63,237.77,241.54,228.48,233.63,231.43,237.65,256.44,260.7,277.62,306.7,325.04,351.1,335.45,343.23,320.76,314.1,275.85,246.18,232.48,212.43,201,182.33,177.57,169.29,178.26,177.29,169.82,165.43,176.69,164.12,160.14,165.78,167.19,167.84,157.96,150.81,2025-04-22 00:00:00,2
108.56,109.59,107.11,100.1,99.74,110.22,98.27,99.85,103.61,101.01,95.79,92.25,114.05,101.98,99.27,104.38,102.61,109.96,118.49,111.98,108.03,123.74,109.28,110.68,123.97,119.97,100.02,104.42,134.9,119.3,121.25,134.05,137.08,133.13,131.91,151.55,143.09,155.94,168.37,168.27,189.87,185.01,207.59,194.65,232.8,238.61,228.98,238.9,247.63,242.73,240.97,239.99,251.08,245.08,252.84,231.6,252.02,238.8,214.35,223.07,220.27,217.51,201.04,217.67,192.6,210.16,184.65,159.84,160.6,153.76,131.03,133.56,126.64,122.05,129.04,115.07,118.76,112.99,117.77,105.61,113.23,104.02,106.52,102.77,103.95,101,100.69,95.69,101.53,116.13,104.1,96.6,108.52,109.39,115.68,105.64,2025-04-23 00:00:00,1
101.11,107.89,99.75,89.61,101.04,103.45,111.4,100.25,117.45,98.02,109.38,105.27,111.11,106.48,114.52,97.62,94.34,99.94,116.92,131.83,93.17,96.07,115.52,117.83,120.03,107.56,106.67,124.71,113.74,114.1,121.36,122.75,128.27,131.86,139.05,138.32,146.04,165.9,154.51,181.55,192.68,193,209.02,206.16,230.49,227.47,237.77,241.87,271.1,247.65,263.62,249.85,268.47,250.23,259.15,253.49,265.87,244.13,236.48,223.28,220.65,218.3,221.41,202.84,192.22,196.61,178.28,162.19,169.22,167.84,152.06,137.42,123.16,129.13,129.8,129.55,106.97,106.15,119.64,104.27,113.32,96.74,113.61,98.22,101.78,93.45,110.92,110.55,95.32,108.22,97.63,96.31,114.53,96.17,111.6,99.32,2025-04-24 00:00:00,1
89.86,102.79,102.52,96.7,98.41,97.68,102.73,101.91,97.13,91.86,86.6,93.16,93.05,87.37,101.1,99.98,105.79,83,98.55,95.1,108.91,111.01,94.82,110.52,114.29,125.12,116.35,121.59,117.53,126.75,116.04,124.69,133.04,137.49,126.11,136.71,153.43,143.69,156.95,176.8,202.75,209.97,201.73,214.29,235.86,218.92,224.68,244.36,259,259.31,257.95,240.86,270.16,247.33,255.17,261.63,259.91,237.52,236.46,232.86,239.32,227.47,211.3,202.2,209.39,189.64,175.55,175.57,163.96,159.72,138.86,139.49,136.84,117.56,119.76,112.52,117.21,123.33,118.83,110.89,102.6,108.07,101.75,110.48,85.64,84.4,105.56,102.67,87.49,95.28,87.23,91.54,87.58,82.83,105.27,88,2025-04-25 00:00:00,1
104.93,123.48,100.43,114.77,112.4,104.03,111.01,110.22,111.31,115.41,111.52,110.75,120.97,113.16,118.76,101.37,129.06,112.28,114.6,125.09,125.18,103.78,118,121.85,119.96,139.6,139.53,127.85,133.43,142.84,150.48,156.98,148.88,158.52,164.06,165.8,168.12,167.42,187.44,186.25,185.46,198.14,222.9,235.64,256.13,258.71,271.27,277.18,267.87,312.24,298.95,320.55,317.94,320.83,339.27,333.59,323.86,343,333.52,321.3,322.85,297.53,323.65,303.69,267.1,260.19,247.25,261.09,237.85,238.31,231.54,210.75,213.61,189.81,182,169.06,160.88,164.27,159.72,160.44,135.46,132.47,131.25,137.69,139.4,126.31,122.11,103.44,115.05,123.33,113.73,108.67,116.32,125.68,112.89,101.86,2025-04-26 00:00:00,3
115.29,103.61,109.27,97.79,110.91,101.24,100.56,108.41,110.92,102.44,110.5,115.26,110.04,107.8,105.56,116.01,113.08,116.46,114.8,113.57,122.32,124.34,117.09,111.61,125.58,131.58,123.04,140.27,139.19,151.2,146.55,150.88,139.19,148.25,176.75,162.35,186.23,188.61,184.94,192.78,204.98,192.77,213.2,220.85,241.18,267.89,239.27,270.36,275.61,288.28,297.36,299.44,295.06,306.75,331.83,309.09,320.16,320.21,316.51,310.95,295.77,299.67,316.57,277.34,283.74,248.73,260.29,249.25,238.45,229.12,215.8,213.01,208.46,172.65,178.23,184.89,154.82,161.24,140.35,143.73,144.94,127.28,143.81,142.69,112.61,120.28,122.31,117.37,111.29,121.6,122.47,96.36,105.5,108.61,97.77,109.03,2025-04-27 00:00:00,3
69.06,77.49,83.96,83.51,95.69,94.18,80.75,83.11,96.63,103.52,97.66,100.03,89.27,100.84,90.79,96.47,107.99,99.54,107.44,106.76,93.51,91.72,113.3,105.26,92.34,106.66,104.14,112.97,110.95,116.77,114.26,117.57,124.74,123.65,132.82,125.94,144.81,146.93,159.11,173,177.75,178.77,199.68,203.88,204.28,215.27,237.23,232.18,230.74,238.43,237.74,251.8,232.09,228.92,236.77,240.15,224.37,217.82,215.48,219.38,218,209.11,193.72,184.95,179.95,174.76,179.34,161.87,135.83,140.22,127.16,132.28,120.54,122.32,98.73,106.94,98.49,96.36,96.1,101.73,98.73,94.49,89.13,84.23,87.44,93.4,101.18,81.21,104.82,84.63,96.09,87.66,105.12,86.3,101.03,100.31,2025-04-28 00:00:00,1
55.68,51.3,55.11,52.59,57.05,60.21,57.48,66.98,61.55,53.02,61.95,68.43,53.71,46.86,48.33,62.85,53.38,71.4,68.67,55.62,69.73,60.74,63.07,52.24,66.22,59.4,60.42,66.35,66.24,69.15,65.6,70.96,76.16,74.74,77.15,75.59,74.03,72.47,85.47,66.96,92.28,80.93,94.05,76.13,98.83,85.95,79.7,94.15,91.04,96.55,86.55,90.29,78.34,97.24,93.37,102.46,92.13,80.94,98.22,99.42,83.83,92.92,83.19,94.64,79.89,72.73,76.85,74.4,73.82,86.39,80.35,60,75.3,75.61,69.62,72.75,63.63,48.79,64,56.26,67,51.32,66.47,65.64,60.28,69.8,51.24,57.29,72.4,63.19,52.46,72.17,71.45,57.18,59.47,50.65,2025-04-29 00:00:00,4
50.58,60.02,63.29,56.8,54.84,57.58,50.65,41.9,52.95,57.81,56.94,79.11,52.6,54.79,52.07,61.99,50.88,61.44,54.44,72.23,65.76,63.22,67.28,62.63,79.16,72.43,80.88,62.37,75.83,63.28,77.42,56.27,71.77,71.24,77.72,82.86,80.54,84.91,95.75,76.72,88.51,92.8,86.31,92.28,89.92,94.69,80.47,94.06,76.58,89.35,87.41,93.05,87.04,82.51,102.81,93.95,99.56,88.05,91.49,86.08,93,92.77,82.61,79.98,79.2,96.63,83.18,84.38,80.67,76.22,82.06,71.47,81.78,78.62,72.02,70.91,76.67,61.44,69.44,62.68,70.33,61.16,58.43,67.23,65.82,69.94,62.35,54.7,58.58,73.94,54.82,49.36,66.15,59.04,73.95,56.31,2025-04-30 00:00:00,4
101.28,88.48,97.42,88.78,105.33,105.08,108.73,104.35,108.62,104.41,97.34,100.82,108.6,105.33,108.04,94.08,114,109.7,113.14,103.39,112.49,110.69,105.66,110.98,99.89,107.43,114.32,124.89,119.46,135.92,130.76,131.35,132.22,125.4,141.19,150.44,143.96,148.85,166.81,181.56,195.33,192.22,201.04,204.29,226.62,230.79,241.19,234.51,260,232.86,251.29,247.52,239.62,269.39,239.7,231.08,224.11,224.1,234.28,218.88,219.59,215.28,205.25,205.55,190.64,184.15,183.09,167.63,159.02,160.61,131.71,143.62,125.6,121.89,121.14,121.61,124.52,116.62,109.16,114.64,115.85,105.7,92.83,104.39,106.66,107.75,109.56,103.82,101.16,118.58,121.88,106.79,102.86,102.85,113.13,108.62,2025-05-01 00:00:00,1
154.68,154.71,149.28,154.45,160.61,153.65,156.05,160.38,167.1,160.38,164.83,153.89,169.26,164.8,164.03,156.64,158.21,161.21,177.92,167.96,169.16,172.86,174.04,180.41,173.75,202.81,221.94,221.02,244.94,280.78,290.97,324.3,373.54,356.17,354.31,330.21,324.89,293.08,263.99,241.06,230.66,238.64,230.82,226.58,251.44,255.01,241.43,275.54,263.89,265.09,263.4,270.67,256.99,252.43,248.16,279.72,263.83,264.55,247.23,244.67,255.96,239.61,231.41,238.47,249.36,230.19,249.32,277.86,305.01,307.33,318.57,329.94,345.99,363.89,342.03,321.14,287.03,250.57,229.24,202.17,193.57,180.78,189.99,169.85,166.72,175.72,172.22,158.85,152.44,163.24,159.65,165.59,160.99,150.92,165.11,158.5,2025-05-02 00:00:00,2
94.34,116.64,108.89,121.71,109.69,118.44,105.96,117.82,116.42,113.15,127.98,108.65,103.26,117.51,117.05,116.62,107.19,123.76,113.42,122.79,131.51,126.05,124.92,129.13,136.34,132.46,133.67,141.67,133.3,153.51,144.37,160.67,153.67,171.83,160.69,182.02,166.75,183.93,188.05,207.65,201.64,201.23,216.79,241.86,263.12,234.8,270.93,279.68,281.02,302.69,278.69,284.53,303.54,311.16,345.4,308.26,327.04,311.14,334.59,323.36,318.23,289.88,302.77,299.07,276.06,264.67,253.12,253.34,233.14,239.48,220.04,219.28,202.74,206.3,179.86,177.54,172.6,159.2,166.74,154.92,141.29,145.43,141.06,136.99,137.27,137.97,124.39,122.34,121.27,112.69,115.33,128.78,114.56,113.69,110.29,117.22,2025-05-03 00:00:00,3
110.93,115.09,102.79,114.02,103.14,108.62,115.38,112.21,109.9,119.67,105.46,107.32,111.94,111.68,115.09,109.92,113.67,125.73,120.91,117.85,114.75,123.63,123.58,110.99,131.31,123.22,138.11,152.65,132.4,157.81,163.21,148.57,157.52,170.25,174.54,168.43,157.18,179.9,191.27,195.06,193.41,229.71,221.78,222.27,229.94,255.26,261.59,258.41,280.37,282.39,289.97,317.36,321.06,313.29,307.2,318.68,326.73,309.96,306.42,313.75,308.98,278.95,310.09,286.36,273.41,266.26,265.48,245.29,234.72,235.87,216.76,218,204.95,201.77,201.6,180.5,159.83,155.25,159.77,150.84,144.03,132,128.39,123.92,131.89,114.44,119.17,119.145,119.12,137.76,112.57,113.99,120.05,126.9,110.62,116.43,2025-05-04 00:00:00,3
82.14,86.22,86.01,96.17,86.58,97.44,87.51,91.44,94.22,97.75,80.09,86.03,104.18,99.87,87.06,77.02,106.78,104.5,105.23,103,107.08,92.48,101.08,104.89,103.75,96.99,109.43,132.53,104.54,121.75,118.44,120.48,133.51,123.83,119.12,135.85,153.18,147.33,171.74,165.35,168.52,205.75,213.04,214.52,219.66,213.44,231.67,231.74,254.6,254.06,253.14,261.07,250.78,263.03,259.48,246.78,233.94,229.73,220.41,230.04,215.03,213.52,223.65,203.51,183.76,175.95,176.06,166.76,158.24,129.95,134.78,124.23,126.86,115.64,101.54,120.22,100.77,100.25,106.21,108.97,100.16,102.65,101.1,101.12,102.86,89.65,88.01,105.64,90.58,104.06,99.15,91.01,101.71,96.15,99.47,101.88,2025-05-05 00:00:00,1
146.54,155.86,164.61,143.93,133.62,139.66,148.96,159.99,151.72,142.63,148.12,156.11,156.04,145.82,155.11,148.19,155.06,153.98,143.77,162.56,161.57,163.68,169.81,171.75,163.1,191.34,191.79,207.12,240.36,264.69,296.99,335.33,345.66,371.23,367.78,351.56,305.47,295.3,262.99,257.8,255.58,244.8,240.54,253.56,247.48,235.05,256.43,267.26,266.03,268.19,266.22,252.82,257.55,263.67,267.3,264.15,265.89,253.95,250.24,248.33,251.99,236.99,255.27,230.05,244.21,239.95,260.09,268.02,321.54,321.24,346.98,353.41,351.57,345.59,342.22,312.55,272.52,230.28,226.37,198.15,192.14,166.2,172.16,158.17,144.13,150.09,151.53,168.52,175.97,152.86,156.43,157.34,150.13,151.85,148.22,150.58,2025-05-06 00:00:00,2
100.09,88.72,93.08,92.7,90.37,95.75,97.08,108.87,84.45,105.85,89.84,108.39,111.81,97.41,92.76,97.42,74.12,104.66,99.82,98.55,105.5,95.78,105.24,106.57,109.92,116.79,116.91,102.83,109.47,105.21,123.7,123.31,115.03,131.97,139.75,134.71,136.06,163.83,183.11,182.74,188.33,213.78,219.42,229.3,244.39,246.19,258.97,263.64,263.805,263.97,264.28,273.85,270.68,278,254.7,256.94,251.61,246.24,249.62,253.78,235.6,227.28,221.06,214.98,205.24,188.75,190.15,179.03,168.87,151.99,149.22,143.97,139.8,115.83,135.94,107.29,121.81,116.55,129.11,99.87,109.05,108.77,103.49,98.29,93.41,85.84,106.43,96.51,100.82,103.34,98.01,95.69,98.21,88.28,86.31,99.08,2025-05-07 00:00:00,1
111.8,99.17,84.61,88.12,100.96,102.5,92.39,99.99,114.67,92.48,93,92.03,102.67,98.12,101.48,103.89,114.64,116.51,105.68,101.18,96.29,114.17,115.16,113.18,107.78,115.67,127.16,118.41,122.83,120.14,119.66,134.73,135.32,129.45,140.35,143.84,167.16,161.26,171.47,197.3,196.24,202.88,219.81,233.61,247.41,252.01,265.05,275.085,285.12,289.31,275.37,285.67,275.6,276.63,269.63,266.16,280.14,257.52,272.32,224.26,217.82,211.38,236.07,213.45,204.77,195.78,186.99,184.17,177.64,162.44,145.92,147.4,131.25,132.82,130.62,129.45,111.08,112.04,111.31,110.06,121.96,109.57,107.69,119.37,104.26,88.93,110.19,102.63,106.76,104.27,99.58,95.96,104.56,87.18,93.07,92.84,2025-05-08 00:00:00,1
52.85,57.35,65.8,53.29,60.33,61.59,52.57,54.67,57.89,55.4,50.38,66.09,62.12,56.72,62.45,60.18,56.13,54.15,49.92,74.27,65.49,68.93,61.36,71.25,64.29,67.95,79.09,80.58,70.03,70.85,78.06,74.88,71.72,79.76,81.4,78.62,99.49,86.42,87.13,93.45,95.99,106.4,86.33,103.34,102.54,94.63,106.32,109.66,101.06,95.84,103.36,98.74,102.67,110.96,120.44,104.7,98.49,119.9,99.72,106.95,113.47,99.32,101.62,107.89,90.46,93.08,93.26,88.31,84.93,78.38,87,91.74,76.23,86.76,80.05,67.03,67.04,74.33,89.2,59.07,62.09,74.6,71.26,62.92,58.92,63.02,54.17,59.05,65.96,50.12,61.76,49.47,61.17,53.36,56.1,57.1,2025-05-09 00:00:00,4
120.22,109.97,127.11,117.57,116.35,115.64,108.7,110.58,124.6,116.39,119.47,108.81,128.22,118.92,119.17,126.95,114.92,120.05,126.65,138.66,116.31,128.47,146.46,136.45,133.9,137.42,144.01,143.09,142.58,160.6,164.8,169.64,172.4,187.56,193.53,189.68,188.51,184.57,194.31,193.45,227.87,233.09,234.69,243.61,267.54,277.76,273.32,301.47,310.24,311.27,336.18,328.16,337.65,363.46,327.57,360.15,345.85,363.34,361.03,369.33,328.87,353.85,329.81,310.83,290.49,294.01,281.11,272.34,258.67,251.24,244.24,227.94,230.6,201.8,201.89,206.23,197.89,170.61,164.86,168.63,155.6,156.74,145.68,141.07,130.59,129.26,134.14,124.54,123.66,144.67,127.11,119.53,144.03,121.46,109.27,130.88,2025-05-10 00:00:00,3
114.28,101.79,122.89,119.15,128.04,122.14,125.46,123.19,116.05,126.74,120.36,110.72,126.24,119.64,123.68,123.8,122.38,133.99,123.55,136.39,116.63,121.92,135.19,142.48,129.71,134.8,160.08,147.28,157.79,165.75,161.56,165.76,178.55,177.76,188.04,182.73,176.5,194.56,191.19,201.51,227.11,228.56,236.97,246.03,270.99,252.99,283.41,308.3,305.21,301.89,300.01,360.76,342.15,354.44,351.58,350.55,383.87,347.64,344.9,340.38,337.24,328.52,326.97,308.17,307.85,298,280.86,275.65,253.17,253.76,242.28,237.36,198.96,212.98,196.86,199.13,171.6,166.33,179.5,156.46,169,140.57,165.26,141.81,141.51,123.42,141.82,131.73,121.25,136.48,126.73,124.84,123.58,122.03,124.26,124.7,2025-05-11 00:00:00,3
